book	chapter	verse	sort	greek	strong	bsb	pnc
2TI	1	1	180138	Παῦλος	G3972	Paul	,
2TI	1	1	180139	ἀπόστολος	G652	an apostle	
2TI	1	1	180140	Χριστοῦ	G5547	of Christ	
2TI	1	1	180141	Ἰησοῦ	G2424	Jesus	
2TI	1	1	180142	διὰ	G1223	by	
2TI	1	1	180143	θελήματος	G2307	[the] will	
2TI	1	1	180144	Θεοῦ	G2316	of God	,
2TI	1	1	180145	κατ’	G2596	according to	
2TI	1	1	180146	ἐπαγγελίαν	G1860	[the] promise	
2TI	1	1	180147	ζωῆς	G2222	of life	
2TI	1	1	180148	τῆς	G3588	-	
2TI	1	1	180149	ἐν	G1722	in	
2TI	1	1	180150	Χριστῷ	G5547	Christ	
2TI	1	1	180151	Ἰησοῦ	G2424	Jesus	,
2TI	1	2	180162	Τιμοθέῳ	G5095	To Timothy	,
2TI	1	2	180163	ἀγαπητῷ	G27	[my] beloved	
2TI	1	2	180164	τέκνῳ	G5043	child	:
2TI	1	2	180165	Χάρις	G5485	Grace	,
2TI	1	2	180166	ἔλεος	G1656	mercy	,
2TI	1	2	180167	εἰρήνη	G1515	[and] peace	
2TI	1	2	180168	ἀπὸ	G575	from	
2TI	1	2	180169	Θεοῦ	G2316	God	
2TI	1	2	180170	Πατρὸς	G3962	[the] Father	
2TI	1	2	180171	καὶ	G2532	and	
2TI	1	2	180172	Χριστοῦ	G5547	Christ	
2TI	1	2	180173	Ἰησοῦ	G2424	Jesus	
2TI	1	2	180176	ἡμῶν	G1473	our	
2TI	1	2	180174	τοῦ	G3588	-	
2TI	1	2	180175	Κυρίου	G2962	Lord	.
2TI	1	3	180188	ἔχω	G2192	I	
2TI	1	3	180187	Χάριν	G5485	thank	
2TI	1	3	180189	τῷ	G3588	-	
2TI	1	3	180190	Θεῷ	G2316	God	,
2TI	1	3	180191	ᾧ	G3739	whom	
2TI	1	3	180192	λατρεύω	G3000	I serve	
2TI	1	3	180195	ἐν	G1722	with	
2TI	1	3	180196	καθαρᾷ	G2513	a clear	
2TI	1	3	180197	συνειδήσει	G4893	conscience	
2TI	1	3	180193	ἀπὸ	G575	as did	
2TI	1	3	180194	προγόνων	G4269	[my] forefathers	,
