book	chapter	verse	sort	greek	strong	bsb	pnc
2CO	1	1	153805	Παῦλος	G3972	Paul	,
2CO	1	1	153806	ἀπόστολος	G652	an apostle	
2CO	1	1	153807	Χριστοῦ	G5547	of Christ	
2CO	1	1	153808	Ἰησοῦ	G2424	Jesus	
2CO	1	1	153809	διὰ	G1223	by	
2CO	1	1	153810	θελήματος	G2307	[the] will	
2CO	1	1	153811	Θεοῦ	G2316	of God	,
2CO	1	1	153812	καὶ	G2532	and	
2CO	1	1	153813	Τιμόθεος	G5095	Timothy	
2CO	1	1	153814	ὁ	G3588	[our]	
2CO	1	1	153815	ἀδελφὸς	G80	brother	,
2CO	1	1	153816	Τῇ	G3588	To the	
2CO	1	1	153817	ἐκκλησίᾳ	G1577	church	
2CO	1	1	153818	τοῦ	G3588	-	
2CO	1	1	153819	Θεοῦ	G2316	of God	
2CO	1	1	153820	τῇ	G3588	-	
2CO	1	1	153821	οὔσῃ	G1510	-	
2CO	1	1	153822	ἐν	G1722	in	
2CO	1	1	153823	Κορίνθῳ	G2882	Corinth	,
2CO	1	1	153824	σὺν	G4862	together with	
2CO	1	1	153827	πᾶσιν	G3956	all	
2CO	1	1	153825	τοῖς	G3588	the	
2CO	1	1	153826	ἁγίοις	G40	saints	
2CO	1	1	153828	τοῖς	G3588	-	
2CO	1	1	153829	οὖσιν	G1510	throughout	
2CO	1	1	153830	ἐν	G1722	. . .	
2CO	1	1	153831	ὅλῃ	G3650	. . .	
2CO	1	1	153832	τῇ	G3588	-	
2CO	1	1	153833	Ἀχαΐᾳ	G882	Achaia	:
2CO	1	2	153844	Χάρις	G5485	Grace	
2CO	1	2	153846	καὶ	G2532	and	
2CO	1	2	153847	εἰρήνη	G1515	peace	
2CO	1	2	153845	ὑμῖν	G4771	to you	
2CO	1	2	153848	ἀπὸ	G575	from	
2CO	1	2	153849	Θεοῦ	G2316	God	
2CO	1	2	153851	ἡμῶν	G1473	our	
2CO	1	2	153850	Πατρὸς	G3962	Father	
2CO	1	2	153852	καὶ	G2532	and	
2CO	1	2	153853	Κυρίου	G2962	[the] Lord	
2CO	1	2	153854	Ἰησοῦ	G2424	Jesus	
2CO	1	2	153855	Χριστοῦ	G5547	Christ	.
2CO	1	3	153866	Εὐλογητὸς	G2128	Blessed [be]	
2CO	1	3	153867	ὁ	G3588	the	
2CO	1	3	153868	Θεὸς	G2316	God	
2CO	1	3	153869	καὶ	G2532	and	
2CO	1	3	153870	Πατὴρ	G3962	Father	
2CO	1	3	153873	ἡμῶν	G1473	of our	
2CO	1	3	153871	τοῦ	G3588	-	
2CO	1	3	153872	Κυρίου	G2962	Lord	
2CO	1	3	153874	Ἰησοῦ	G2424	Jesus	
2CO	1	3	153875	Χριστοῦ	G5547	Christ	,
2CO	1	3	153876	ὁ	G3588	the	
2CO	1	3	153877	Πατὴρ	G3962	Father	
2CO	1	3	153878	τῶν	G3588	-	
2CO	1	3	153879	οἰκτιρμῶν	G3628	of compassion	
2CO	1	3	153880	καὶ	G2532	and	
2CO	1	3	153881	Θεὸς	G2316	[the] God	
2CO	1	3	153882	πάσης	G3956	of all	
2CO	1	3	153883	παρακλήσεως	G3874	comfort	,
2CO	1	4	153894	ὁ	G3588	who	
2CO	1	4	153895	παρακαλῶν	G3870	comforts	
2CO	1	4	153896	ἡμᾶς	G1473	us	
2CO	1	4	153897	ἐπὶ	G1909	in	
2CO	1	4	153898	πάσῃ	G3956	all	
2CO	1	4	153901	ἡμῶν	G1473	our	
2CO	1	4	153899	τῇ	G3588	-	
2CO	1	4	153900	θλίψει	G2347	troubles	,
2CO	1	4	153902	εἰς	G1519	so that	
2CO	1	4	153905	ἡμᾶς	G1473	we	
2CO	1	4	153903	τὸ	G3588	-	
2CO	1	4	153904	δύνασθαι	G1410	can	
2CO	1	4	153906	παρακαλεῖν	G3870	comfort	
2CO	1	4	153907	τοὺς	G3588	those	
2CO	1	4	153908	ἐν	G1722	in	
2CO	1	4	153909	πάσῃ	G3956	any	
2CO	1	4	153910	θλίψει	G2347	trouble	
2CO	1	4	153911	διὰ	G1223	with	
2CO	1	4	153912	τῆς	G3588	the	
