book	chapter	verse	sort	greek	strong	bsb	pnc
2PE	1	1	197459	Συμεὼν	G4826	Simon	
2PE	1	1	197460	Πέτρος	G4074	Peter	,
2PE	1	1	197461	δοῦλος	G1401	a servant	
2PE	1	1	197462	καὶ	G2532	and	
2PE	1	1	197463	ἀπόστολος	G652	apostle	
2PE	1	1	197464	Ἰησοῦ	G2424	of Jesus	
2PE	1	1	197465	Χριστοῦ	G5547	Christ	,
2PE	1	1	197466	Τοῖς	G3588	To those who	
2PE	1	1	197471	ἐν	G1722	through	
2PE	1	1	197472	δικαιοσύνῃ	G1343	[the] righteousness	
2PE	1	1	197475	ἡμῶν	G1473	of our	
2PE	1	1	197473	τοῦ	G3588	-	
2PE	1	1	197474	Θεοῦ	G2316	God	
2PE	1	1	197476	καὶ	G2532	and	
2PE	1	1	197477	Σωτῆρος	G4990	Savior	
2PE	1	1	197478	Ἰησοῦ	G2424	Jesus	
2PE	1	1	197479	Χριστοῦ	G5547	Christ	
2PE	1	1	197469	λαχοῦσιν	G2975	have received	
2PE	1	1	197470	πίστιν	G4102	a faith	
2PE	1	1	197467	ἰσότιμον	G2472	as precious	
2PE	1	1	197468	ἡμῖν	G1473	as ours	:
2PE	1	2	197490	Χάρις	G5485	Grace	
2PE	1	2	197492	καὶ	G2532	and	
2PE	1	2	197493	εἰρήνη	G1515	peace	
2PE	1	2	197494	πληθυνθείη	G4129	be multiplied	
2PE	1	2	197491	ὑμῖν	G4771	to you	
2PE	1	2	197495	ἐν	G1722	through	
2PE	1	2	197496	ἐπιγνώσει	G1922	[the] knowledge	
2PE	1	2	197497	τοῦ	G3588	-	
2PE	1	2	197498	Θεοῦ	G2316	of God	
2PE	1	2	197499	καὶ	G2532	and	
2PE	1	2	197500	Ἰησοῦ	G2424	of Jesus	
2PE	1	2	197503	ἡμῶν	G1473	our	
2PE	1	2	197501	τοῦ	G3588	-	
2PE	1	2	197502	Κυρίου	G2962	Lord	.
2PE	1	3	197514	Ὡς	G5613	-	
2PE	1	3	197515	τὰ	G3588	-	
2PE	1	3	197521	αὐτοῦ	G846	His	
2PE	1	3	197519	θείας	G2304	divine	
2PE	1	3	197518	τῆς	G3588	-	
2PE	1	3	197520	δυνάμεως	G1411	power	
2PE	1	3	197527	δεδωρημένης	G1433	has given	
2PE	1	3	197517	ἡμῖν	G1473	us	
2PE	1	3	197516	πάντα	G3956	everything	
2PE	1	3	197522	τὰ	G3588	[we need]	
2PE	1	3	197523	πρὸς	G4314	for	
2PE	1	3	197524	ζωὴν	G2222	life	
2PE	1	3	197525	καὶ	G2532	and	
2PE	1	3	197526	εὐσέβειαν	G2150	godliness	
2PE	1	3	197528	διὰ	G1223	through	
2PE	1	3	197529	τῆς	G3588	the	
2PE	1	3	197530	ἐπιγνώσεως	G1922	knowledge	
2PE	1	3	197531	τοῦ	G3588	of Him who	
2PE	1	3	197532	καλέσαντος	G2564	called	
2PE	1	3	197533	ἡμᾶς	G1473	us	
2PE	1	3	197534	ἰδίᾳ	G2398	[by His] own	
2PE	1	3	197535	δόξῃ	G1391	glory	
2PE	1	3	197536	καὶ	G2532	and	
2PE	1	3	197537	ἀρετῇ	G703	excellence	.
2PE	1	4	197548	δι’	G1223	Through	
2PE	1	4	197549	ὧν	G3739	[these]	
2PE	1	4	197556	δεδώρηται	G1433	He has given	
2PE	1	4	197554	ἡμῖν	G1473	us	
2PE	1	4	197550	τὰ	G3588	[His]	
2PE	1	4	197551	τίμια	G5093	precious	
2PE	1	4	197552	καὶ	G2532	and	
2PE	1	4	197553	μέγιστα	G3173	magnificent	
2PE	1	4	197555	ἐπαγγέλματα	G1862	promises	,
2PE	1	4	197557	ἵνα	G2443	so that	
2PE	1	4	197558	διὰ	G1223	through	
2PE	1	4	197559	τούτων	G3778	[them]	
2PE	1	4	197560	γένησθε	G1096	you may become	
2PE	1	4	197562	κοινωνοὶ	G2844	partakers	
2PE	1	4	197561	θείας	G2304	of [the] divine	
2PE	1	4	197563	φύσεως	G5449	nature	,
2PE	1	4	197564	ἀποφυγόντες	G668	now that you have escaped	
2PE	1	4	197565	τῆς	G3588	the	
2PE	1	4	197571	φθορᾶς	G5356	corruption	
2PE	1	4	197566	ἐν	G1722	in	
2PE	1	4	197567	τῷ	G3588	the	
2PE	1	4	197568	κόσμῳ	G2889	world	
2PE	1	4	197569	ἐν	G1722	caused by	
2PE	1	4	197570	ἐπιθυμίᾳ	G1939	evil desires	.
2PE	1	5	197585	δὲ	G1161	vvv	
2PE	1	5	197582	Καὶ	G2532	vvv	
2PE	1	5	197584	τοῦτο	G3778	For this	
2PE	1	5	197583	αὐτὸ	G846	very [reason]	,
2PE	1	5	197588	παρεισενέγκαντες	G3923	make	
2PE	1	5	197587	πᾶσαν	G3956	every	
2PE	1	5	197586	σπουδὴν	G4710	effort	
2PE	1	5	197589	ἐπιχορηγήσατε	G2023	to add	
2PE	1	5	197590	ἐν	G1722	to	
2PE	1	5	197593	ὑμῶν	G4771	your	
2PE	1	5	197591	τῇ	G3588	-	
2PE	1	5	197592	πίστει	G4102	faith	
2PE	1	5	197594	τὴν	G3588	-	
2PE	1	5	197595	ἀρετήν	G703	virtue	;
2PE	1	5	197597	δὲ	G1161	and	
2PE	1	5	197596	ἐν	G1722	to	
2PE	1	5	197598	τῇ	G3588	-	
2PE	1	5	197599	ἀρετῇ	G703	virtue	,
2PE	1	5	197600	τὴν	G3588	-	
2PE	1	5	197601	γνῶσιν	G1108	knowledge	;
2PE	1	6	197613	δὲ	G1161	and	
2PE	1	6	197612	ἐν	G1722	to	
2PE	1	6	197614	τῇ	G3588	-	
2PE	1	6	197615	γνώσει	G1108	knowledge	,
2PE	1	6	197616	τὴν	G3588	-	
2PE	1	6	197617	ἐγκράτειαν	G1466	self-control	;
2PE	1	6	197619	δὲ	G1161	and	
2PE	1	6	197618	ἐν	G1722	to	
2PE	1	6	197620	τῇ	G3588	-	
2PE	1	6	197621	ἐγκρατείᾳ	G1466	self-control	,
2PE	1	6	197622	τὴν	G3588	-	
2PE	1	6	197623	ὑπομονήν	G5281	perseverance	;
2PE	1	6	197625	δὲ	G1161	and	
2PE	1	6	197624	ἐν	G1722	to	
2PE	1	6	197626	τῇ	G3588	-	
2PE	1	6	197627	ὑπομονῇ	G5281	perseverance	,
2PE	1	6	197628	τὴν	G3588	-	
2PE	1	6	197629	εὐσέβειαν	G2150	godliness	;
2PE	1	7	197641	δὲ	G1161	and	
2PE	1	7	197640	ἐν	G1722	to	
2PE	1	7	197642	τῇ	G3588	-	
