book	chapter	verse	sort	greek	strong	bsb	pnc
3JN	1	1	202737	Ὁ	G3588	The	
3JN	1	1	202738	πρεσβύτερος	G4245	elder	,
3JN	1	1	202740	τῷ	G3588	To the	
3JN	1	1	202741	ἀγαπητῷ	G27	beloved	
3JN	1	1	202739	Γαΐῳ	G1050	Gaius	,
3JN	1	1	202742	ὃν	G3739	whom	
3JN	1	1	202743	ἐγὼ	G1473	I	
3JN	1	1	202744	ἀγαπῶ	G25	love	
3JN	1	1	202745	ἐν	G1722	in	
3JN	1	1	202746	ἀληθείᾳ	G225	[the] truth	:
3JN	1	2	202757	Ἀγαπητέ	G27	Beloved	,
3JN	1	2	202760	εὔχομαί	G2172	I pray that	
3JN	1	2	202758	περὶ	G4012	in	
3JN	1	2	202759	πάντων	G3956	every way	
3JN	1	2	202761	σε	G4771	you	
3JN	1	2	202762	εὐοδοῦσθαι	G2137	may prosper	
3JN	1	2	202763	καὶ	G2532	and	
3JN	1	2	202764	ὑγιαίνειν	G5198	enjoy good health	,
3JN	1	2	202765	καθὼς	G2531	as	
3JN	1	2	202767	σου	G4771	your	
3JN	1	2	202768	ἡ	G3588	-	
3JN	1	2	202769	ψυχή	G5590	soul {also}	
3JN	1	2	202766	εὐοδοῦταί	G2137	prospers	.
3JN	1	3	202781	γὰρ	G1063	For	
3JN	1	3	202780	ἐχάρην	G5463	I was overjoyed	
3JN	1	3	202782	λίαν	G3029	. . .	
3JN	1	3	202784	ἀδελφῶν	G80	[when the] brothers	
3JN	1	3	202783	ἐρχομένων	G2064	came	
3JN	1	3	202785	καὶ	G2532	and	
3JN	1	3	202786	μαρτυρούντων	G3140	testified	
3JN	1	3	202787	σου	G4771	about your	
3JN	1	3	202788	τῇ	G3588	-	
3JN	1	3	202789	ἀληθείᾳ	G225	devotion to the truth	,
3JN	1	3	202792	ἐν	G1722	in	
3JN	1	3	202793	ἀληθείᾳ	G225	[which]	
3JN	1	3	202790	καθὼς	G2531	. . .	
3JN	1	3	202791	σὺ	G4771	you	
3JN	1	3	202794	περιπατεῖς	G4043	continue to walk	.
3JN	1	4	202808	ἔχω	G2192	I have	
3JN	1	4	202807	οὐκ	G3756	no	
3JN	1	4	202805	μειζοτέραν	G3173	greater	
3JN	1	4	202809	χαράν	G5479	joy	
3JN	1	4	202806	τούτων	G3778	than	
3JN	1	4	202810	ἵνα	G2443	to	
3JN	1	4	202811	ἀκούω	G191	hear [that]	
3JN	1	4	202813	ἐμὰ	G1699	my	
3JN	1	4	202812	τὰ	G3588	-	
3JN	1	4	202814	τέκνα	G5043	children	
3JN	1	4	202818	περιπατοῦντα	G4043	are walking	
3JN	1	4	202815	ἐν	G1722	in	
3JN	1	4	202816	τῇ	G3588	the	
3JN	1	4	202817	ἀληθείᾳ	G225	truth	.
3JN	1	5	202829	Ἀγαπητέ	G27	Beloved	,
3JN	1	5	202831	ποιεῖς	G4160	you are	
3JN	1	5	202830	πιστὸν	G4103	faithful	
3JN	1	5	202832	ὃ	G3739	in what	
3JN	1	5	202833	ἐὰν	G1437	. . .	
3JN	1	5	202834	ἐργάσῃ	G2038	you are doing	
3JN	1	5	202835	εἰς	G1519	for	
3JN	1	5	202836	τοὺς	G3588	the	
3JN	1	5	202837	ἀδελφοὺς	G80	brothers	,
3JN	1	5	202838	καὶ	G2532	and [especially since]	
3JN	1	5	202839	τοῦτο	G3778	they are	
3JN	1	5	202840	ξένους	G3581	strangers [to you]	.
3JN	1	6	202851	οἳ	G3739	[They]	
