book	chapter	verse	sort	greek	strong	bsb	pnc
2TH	1	1	176122	Παῦλος	G3972	Paul	,
2TH	1	1	176123	καὶ	G2532	-	
2TH	1	1	176124	Σιλουανὸς	G4610	Silvanus	,
2TH	1	1	176125	καὶ	G2532	and	
2TH	1	1	176126	Τιμόθεος	G5095	Timothy	,
2TH	1	1	176127	Τῇ	G3588	To the	
2TH	1	1	176128	ἐκκλησίᾳ	G1577	church	
2TH	1	1	176129	Θεσσαλονικέων	G2331	of [the] Thessalonians	
2TH	1	1	176130	ἐν	G1722	in	
2TH	1	1	176131	Θεῷ	G2316	God	
2TH	1	1	176133	ἡμῶν	G1473	our	
2TH	1	1	176132	Πατρὶ	G3962	Father	
2TH	1	1	176134	καὶ	G2532	and	
2TH	1	1	176135	Κυρίῳ	G2962	the Lord	
2TH	1	1	176136	Ἰησοῦ	G2424	Jesus	
2TH	1	1	176137	Χριστῷ	G5547	Christ	:
2TH	1	2	176148	Χάρις	G5485	Grace	
2TH	1	2	176150	καὶ	G2532	and	
2TH	1	2	176151	εἰρήνη	G1515	peace	
2TH	1	2	176149	ὑμῖν	G4771	to you	
2TH	1	2	176152	ἀπὸ	G575	from	
2TH	1	2	176153	Θεοῦ	G2316	God	
2TH	1	2	176155	ἡμῶν	G1473	our	
2TH	1	2	176154	Πατρὸς	G3962	Father	
2TH	1	2	176156	καὶ	G2532	and	
2TH	1	2	176157	Κυρίου	G2962	the Lord	
2TH	1	2	176158	Ἰησοῦ	G2424	Jesus	
2TH	1	2	176159	Χριστοῦ	G5547	Christ	.
2TH	1	3	176171	ὀφείλομεν	G3784	We are obligated	
2TH	1	3	176170	Εὐχαριστεῖν	G2168	to thank	
2TH	1	3	176172	τῷ	G3588	-	
2TH	1	3	176173	Θεῷ	G2316	God	
2TH	1	3	176175	περὶ	G4012	for	
2TH	1	3	176176	ὑμῶν	G4771	you	
2TH	1	3	176174	πάντοτε	G3842	all the time	,
2TH	1	3	176177	ἀδελφοί	G80	brothers	,
2TH	1	3	176178	καθὼς	G2531	as	
2TH	1	3	176180	ἐστιν	G1510	is	
2TH	1	3	176179	ἄξιόν	G514	fitting	,
2TH	1	3	176181	ὅτι	G3754	because	
2TH	1	3	176185	ὑμῶν	G4771	your	
2TH	1	3	176183	ἡ	G3588	-	
2TH	1	3	176184	πίστις	G4102	faith	
