book	chapter	verse	sort	greek	strong	bsb	pnc
1JN	1	1	199171	Ὃ	G3739	That which	
1JN	1	1	199172	ἦν	G1510	was	
1JN	1	1	199173	ἀπ’	G575	from	
1JN	1	1	199174	ἀρχῆς	G746	[the] beginning	,
1JN	1	1	199175	ὃ	G3739	which	
1JN	1	1	199176	ἀκηκόαμεν	G191	we have heard	,
1JN	1	1	199177	ὃ	G3739	which	
1JN	1	1	199178	ἑωράκαμεν	G3708	we have seen	
1JN	1	1	199179	τοῖς	G3588	with	
1JN	1	1	199181	ἡμῶν	G1473	our own	
1JN	1	1	199180	ὀφθαλμοῖς	G3788	eyes	,
1JN	1	1	199182	ὃ	G3739	which	
1JN	1	1	199183	ἐθεασάμεθα	G2300	we have gazed upon	
1JN	1	1	199184	καὶ	G2532	and	
1JN	1	1	199188	ἐψηλάφησαν	G5584	touched [with]	
1JN	1	1	199187	ἡμῶν	G1473	our	
1JN	1	1	199185	αἱ	G3588	[own]	
1JN	1	1	199186	χεῖρες	G5495	hands	—
1JN	1	1	199189	περὶ	G4012	[this is ]	
1JN	1	1	199190	τοῦ	G3588	the	
1JN	1	1	199191	Λόγου	G3056	Word	
1JN	1	1	199192	τῆς	G3588	-	
1JN	1	1	199193	ζωῆς	G2222	of life	.
1JN	1	2	199204	καὶ	G2532	And	
1JN	1	2	199205	ἡ	G3588	[this is] the	
1JN	1	2	199206	ζωὴ	G2222	life	
1JN	1	2	199207	ἐφανερώθη	G5319	that was revealed	;
1JN	1	2	199208	καὶ	G2532	-	
1JN	1	2	199209	ἑωράκαμεν	G3708	we have seen [it]	
1JN	1	2	199210	καὶ	G2532	and	
1JN	1	2	199211	μαρτυροῦμεν	G3140	testified [to it]	,
1JN	1	2	199212	καὶ	G2532	and	
1JN	1	2	199213	ἀπαγγέλλομεν	G518	we proclaim	
1JN	1	2	199214	ὑμῖν	G4771	to you	
1JN	1	2	199217	τὴν	G3588	the	
1JN	1	2	199218	αἰώνιον	G166	eternal	
1JN	1	2	199215	τὴν	G3588	-	
1JN	1	2	199216	ζωὴν	G2222	life	
1JN	1	2	199219	ἥτις	G3748	that	
1JN	1	2	199220	ἦν	G1510	was	
1JN	1	2	199221	πρὸς	G4314	with	
1JN	1	2	199222	τὸν	G3588	the	
1JN	1	2	199223	Πατέρα	G3962	Father	
1JN	1	2	199224	καὶ	G2532	and	
1JN	1	2	199225	ἐφανερώθη	G5319	was revealed	
1JN	1	2	199226	ἡμῖν	G1473	to us	.
1JN	1	3	199241	ἀπαγγέλλομεν	G518	We proclaim	
1JN	1	3	199243	ὑμῖν	G4771	to you	
1JN	1	3	199242	καὶ	G2532	-	
1JN	1	3	199237	ὃ	G3739	what	
1JN	1	3	199238	ἑωράκαμεν	G3708	we have seen	
1JN	1	3	199239	καὶ	G2532	and	
1JN	1	3	199240	ἀκηκόαμεν	G191	heard	,
1JN	1	3	199244	ἵνα	G2443	so that	
1JN	1	3	199246	ὑμεῖς	G4771	you	
1JN	1	3	199245	καὶ	G2532	also	
1JN	1	3	199248	ἔχητε	G2192	may have	
1JN	1	3	199247	κοινωνίαν	G2842	fellowship	
1JN	1	3	199249	μεθ’	G3326	with	
1JN	1	3	199250	ἡμῶν	G1473	us	.
1JN	1	3	199251	καὶ	G2532	And	
1JN	1	3	199254	δὲ	G1161	-	
1JN	1	3	199252	ἡ	G3588	[this]	
1JN	1	3	199253	κοινωνία	G2842	fellowship	
1JN	1	3	199255	ἡ	G3588	-	
1JN	1	3	199256	ἡμετέρα	G2251	of ours	
1JN	1	3	199257	μετὰ	G3326	[is] with	
1JN	1	3	199258	τοῦ	G3588	the	
1JN	1	3	199259	Πατρὸς	G3962	Father	
1JN	1	3	199260	καὶ	G2532	and	
1JN	1	3	199261	μετὰ	G3326	with	
1JN	1	3	199264	αὐτοῦ	G846	His	
1JN	1	3	199262	τοῦ	G3588	-	
1JN	1	3	199263	Υἱοῦ	G5207	Son	,
1JN	1	3	199265	Ἰησοῦ	G2424	Jesus	
1JN	1	3	199266	Χριστοῦ	G5547	Christ	.
1JN	1	4	199277	καὶ	G2532	-	
1JN	1	4	199280	ἡμεῖς	G1473	We	
1JN	1	4	199279	γράφομεν	G1125	write	
1JN	1	4	199278	ταῦτα	G3778	these things	
1JN	1	4	199281	ἵνα	G2443	so that	
1JN	1	4	199284	ἡμῶν	G1473	our	
1JN	1	4	199282	ἡ	G3588	-	
1JN	1	4	199283	χαρὰ	G5479	joy	
1JN	1	4	199285	ᾖ	G1510	may be	
1JN	1	4	199286	πεπληρωμένη	G4137	complete	.
1JN	1	5	199297	Καὶ	G2532	And	
1JN	1	5	199299	αὕτη	G3778	this	
1JN	1	5	199298	ἔστιν	G1510	is	
1JN	1	5	199300	ἡ	G3588	the	
1JN	1	5	199301	ἀγγελία	G31	message	
1JN	1	5	199302	ἣν	G3739	-	
1JN	1	5	199303	ἀκηκόαμεν	G191	we have heard	
1JN	1	5	199304	ἀπ’	G575	from	
1JN	1	5	199305	αὐτοῦ	G846	Him	
1JN	1	5	199306	καὶ	G2532	and	
1JN	1	5	199307	ἀναγγέλλομεν	G312	announce	
1JN	1	5	199308	ὑμῖν	G4771	to you	
1JN	1	5	199309	ὅτι	G3754	-	:
1JN	1	5	199310	ὁ	G3588	-	
1JN	1	5	199311	Θεὸς	G2316	God	
1JN	1	5	199313	ἐστιν	G1510	is	
1JN	1	5	199312	φῶς	G5457	light	,
1JN	1	5	199314	καὶ	G2532	and	
1JN	1	5	199316	ἐν	G1722	in	
1JN	1	5	199317	αὐτῷ	G846	Him	
1JN	1	5	199319	ἔστιν	G1510	there is	
1JN	1	5	199318	οὐκ	G3756	no	
1JN	1	5	199315	σκοτία	G4653	darkness	
1JN	1	5	199320	οὐδεμία	G3762	[at all]	.
1JN	1	6	199331	Ἐὰν	G1437	If	
1JN	1	6	199332	εἴπωμεν	G2036	we say	
1JN	1	6	199333	ὅτι	G3754	-	
1JN	1	6	199335	ἔχομεν	G2192	we have	
1JN	1	6	199334	κοινωνίαν	G2842	fellowship	
1JN	1	6	199336	μετ’	G3326	with	
1JN	1	6	199337	αὐτοῦ	G846	Him	
1JN	1	6	199338	καὶ	G2532	yet	
1JN	1	6	199342	περιπατῶμεν	G4043	walk	
1JN	1	6	199339	ἐν	G1722	in	
1JN	1	6	199340	τῷ	G3588	the	
1JN	1	6	199341	σκότει	G4655	darkness	,
1JN	1	6	199343	ψευδόμεθα	G5574	we lie	
1JN	1	6	199344	καὶ	G2532	and	
1JN	1	6	199345	οὐ	G3756	{do} not	
1JN	1	6	199346	ποιοῦμεν	G4160	practice	
1JN	1	6	199347	τὴν	G3588	the	
1JN	1	6	199348	ἀλήθειαν	G225	truth	.
1JN	1	7	199360	δὲ	G1161	But	
1JN	1	7	199359	ἐὰν	G1437	if	
1JN	1	7	199364	περιπατῶμεν	G4043	we walk	
1JN	1	7	199361	ἐν	G1722	in	
1JN	1	7	199362	τῷ	G3588	the	
1JN	1	7	199363	φωτὶ	G5457	light	
1JN	1	7	199365	ὡς	G5613	as	
1JN	1	7	199366	αὐτός	G846	He	
1JN	1	7	199367	ἐστιν	G1510	is	
1JN	1	7	199368	ἐν	G1722	in	
1JN	1	7	199369	τῷ	G3588	the	
1JN	1	7	199370	φωτί	G5457	light	,
1JN	1	7	199372	ἔχομεν	G2192	we have	
1JN	1	7	199371	κοινωνίαν	G2842	fellowship	
1JN	1	7	199373	μετ’	G3326	with	
1JN	1	7	199374	ἀλλήλων	G240	one another	,
1JN	1	7	199375	καὶ	G2532	and	
1JN	1	7	199376	τὸ	G3588	the	
1JN	1	7	199377	αἷμα	G129	blood	
1JN	1	7	199378	Ἰησοῦ	G2424	of Jesus	
1JN	1	7	199381	αὐτοῦ	G846	His	
1JN	1	7	199379	τοῦ	G3588	-	
1JN	1	7	199380	Υἱοῦ	G5207	Son	
1JN	1	7	199382	καθαρίζει	G2511	cleanses	
1JN	1	7	199383	ἡμᾶς	G1473	us	
1JN	1	7	199384	ἀπὸ	G575	from	
1JN	1	7	199385	πάσης	G3956	all	
1JN	1	7	199386	ἁμαρτίας	G266	sin	.
1JN	1	8	199397	Ἐὰν	G1437	If	
1JN	1	8	199398	εἴπωμεν	G2036	we say	
1JN	1	8	199399	ὅτι	G3754	-	
1JN	1	8	199402	ἔχομεν	G2192	we have	
1JN	1	8	199401	οὐκ	G3756	no	
1JN	1	8	199400	ἁμαρτίαν	G266	sin	,
1JN	1	8	199404	πλανῶμεν	G4105	we deceive	
1JN	1	8	199403	ἑαυτοὺς	G1438	ourselves	,
1JN	1	8	199405	καὶ	G2532	and	
1JN	1	8	199406	ἡ	G3588	the	
1JN	1	8	199407	ἀλήθεια	G225	truth	
1JN	1	8	199409	ἔστιν	G1510	is	
1JN	1	8	199408	οὐκ	G3756	not	
1JN	1	8	199410	ἐν	G1722	in	
1JN	1	8	199411	ἡμῖν	G1473	us	.
1JN	1	9	199422	ἐὰν	G1437	If	
1JN	1	9	199423	ὁμολογῶμεν	G3670	we confess	
1JN	1	9	199426	ἡμῶν	G1473	our	
1JN	1	9	199424	τὰς	G3588	-	
1JN	1	9	199425	ἁμαρτίας	G266	sins	,
1JN	1	9	199428	ἐστιν	G1510	He is	
1JN	1	9	199427	πιστός	G4103	faithful	
1JN	1	9	199429	καὶ	G2532	and	
1JN	1	9	199430	δίκαιος	G1342	just	
1JN	1	9	199431	ἵνα	G2443	to	
1JN	1	9	199432	ἀφῇ	G863	forgive	
1JN	1	9	199433	ἡμῖν	G1473	us	
1JN	1	9	199434	τὰς	G3588	[our]	
1JN	1	9	199435	ἁμαρτίας	G266	sins	
1JN	1	9	199436	καὶ	G2532	and	
1JN	1	9	199437	καθαρίσῃ	G2511	to cleanse	
1JN	1	9	199438	ἡμᾶς	G1473	us	
1JN	1	9	199439	ἀπὸ	G575	from	
1JN	1	9	199440	πάσης	G3956	all	
1JN	1	9	199441	ἀδικίας	G93	unrighteousness	.
1JN	1	10	199452	ἐὰν	G1437	If	
1JN	1	10	199453	εἴπωμεν	G2036	we say	
1JN	1	10	199454	ὅτι	G3754	-	
1JN	1	10	199455	οὐχ	G3756	vvv	
1JN	1	10	199456	ἡμαρτήκαμεν	G264	we have not sinned	,
1JN	1	10	199458	ποιοῦμεν	G4160	we make Him out to be	
1JN	1	10	199459	αὐτὸν	G846	. . .	
1JN	1	10	199457	ψεύστην	G5583	a liar	,
1JN	1	10	199460	καὶ	G2532	and	
1JN	1	10	199463	αὐτοῦ	G846	His	
1JN	1	10	199461	ὁ	G3588	-	
1JN	1	10	199462	λόγος	G3056	word	
1JN	1	10	199465	ἔστιν	G1510	is	
1JN	1	10	199464	οὐκ	G3756	not	
1JN	1	10	199466	ἐν	G1722	in	
1JN	1	10	199467	ἡμῖν	G1473	us	.
1JN	2	1	199479	μου	G1473	My	
1JN	2	1	199478	Τεκνία	G5040	little children	,
1JN	2	1	199481	γράφω	G1125	I am writing	
1JN	2	1	199480	ταῦτα	G3778	these things	
1JN	2	1	199482	ὑμῖν	G4771	to you	
1JN	2	1	199483	ἵνα	G2443	so that	
1JN	2	1	199484	μὴ	G3361	vvv	
1JN	2	1	199485	ἁμάρτητε	G264	you will not sin	.
1JN	2	1	199486	καὶ	G2532	[But]	
1JN	2	1	199487	ἐάν	G1437	if	
1JN	2	1	199488	τις	G5100	anyone	
1JN	2	1	199489	ἁμάρτῃ	G264	does sin	,
1JN	2	1	199491	ἔχομεν	G2192	we have	
1JN	2	1	199490	Παράκλητον	G3875	an advocate	
1JN	2	1	199492	πρὸς	G4314	before	
1JN	2	1	199493	τὸν	G3588	the	
1JN	2	1	199494	Πατέρα	G3962	Father	—
1JN	2	1	199495	Ἰησοῦν	G2424	Jesus	
1JN	2	1	199496	Χριστὸν	G5547	Christ	,
1JN	2	1	199497	δίκαιον	G1342	[the] Righteous [One]	.
1JN	2	2	199508	καὶ	G2532	-	
1JN	2	2	199509	αὐτὸς	G846	He Himself	
1JN	2	2	199511	ἐστιν	G1510	is	
1JN	2	2	199510	ἱλασμός	G2434	[the] atoning sacrifice	
1JN	2	2	199512	περὶ	G4012	for	
