book	chapter	verse	sort	hebrew	strong	bsb	pnc
1CH	1	1	256086	אָדָ֥ם	H121	Adam	,
1CH	1	1	256087	שֵׁ֖ת	H8352	Seth	,
1CH	1	1	256088	אֱנֽוֹשׁ׃	H583	Enosh	,
1CH	1	2	256099	קֵינָ֥ן	H7018	Kenan	,
1CH	1	2	256100	מַהֲלַלְאֵ֖ל	H4111	Mahalalel	,
1CH	1	2	256101	יָֽרֶד׃	H3382	Jared	,
1CH	1	3	256112	חֲנ֥וֹךְ	H2585	Enoch	,
1CH	1	3	256113	מְתוּשֶׁ֖לַח	H4968	Methuselah	,
1CH	1	3	256114	לָֽמֶךְ׃	H3929	Lamech, [Noah]	.
1CH	1	4	256125	נֹ֥חַ	H5146	[The sons of] Noah	:
1CH	1	4	256126	שֵׁ֖ם	H8035	Shem	,
1CH	1	4	256127	חָ֥ם	H2526	Ham	,
1CH	1	4	256128	וָיָֽפֶת׃ס	H3315	and Japheth	.
1CH	1	5	256140	בְּנֵ֣י	H1121	The sons	
1CH	1	5	256141	יֶ֔פֶת	H3315	of Japheth	:
1CH	1	5	256142	גֹּ֣מֶר	H1586	Gomer	,
1CH	1	5	256143	וּמָג֔וֹג	H4031	Magog	,
1CH	1	5	256144	וּמָדַ֖י	H4074	Madai	,
1CH	1	5	256145	וְיָוָ֣ן	H3120	Javan	,
1CH	1	5	256146	וְתֻבָ֑ל	H8422	Tubal	,
1CH	1	5	256147	וּמֶ֖שֶׁךְ	H4902	Meshech	,
1CH	1	5	256148	וְתִירָֽס׃ס	H8494	and Tiras	.
1CH	1	6	256160	וּבְנֵ֖י	H1121	The sons	
1CH	1	6	256161	גֹּ֑מֶר	H1586	of Gomer	:
1CH	1	6	256162	אַשְׁכֲּנַ֥ז	H813	Ashkenaz	,
1CH	1	6	256163	וְדִיפַ֖ת	H7384	Riphath	,
1CH	1	6	256164	וְתוֹגַרְמָֽה׃	H8425	and Togarmah	.
1CH	1	7	256175	וּבְנֵ֥י	H1121	And the sons	
1CH	1	7	256176	יָוָ֖ן	H3120	of Javan	:
1CH	1	7	256177	אֱלִישָׁ֣ה	H473	Elishah	,
1CH	1	7	256178	וְתַרְשִׁ֑ישָׁה	H8659	Tarshish	,
1CH	1	7	256179	כִּתִּ֖ים	H3794	the Kittites	,
1CH	1	7	256180	וְרוֹדָנִֽים׃ס	H1721	and the Rodanites	.
1CH	1	8	256192	בְּנֵ֖י	H1121	The sons	
1CH	1	8	256193	חָ֑ם	H2526	of Ham	:
1CH	1	8	256194	כּ֥וּשׁ	H3568	Cush	,
1CH	1	8	256195	וּמִצְרַ֖יִם	H4714	Mizraim	,
1CH	1	8	256196	פּ֥וּט	H6316	Put	,
1CH	1	8	256197	וּכְנָֽעַן׃	H3667	and Canaan	.
1CH	1	9	256208	וּבְנֵ֣י	H1121	The sons	
1CH	1	9	256209	כ֔וּשׁ	H3568	of Cush	:
1CH	1	9	256210	סְבָא֙	H5434	Seba	,
1CH	1	9	256211	וַחֲוִילָ֔ה	H2341	Havilah	,
1CH	1	9	256212	וְסַבְתָּ֥א	H5454	Sabta	,
1CH	1	9	256213	וְרַעְמָ֖א	H7484	Raamah	,
1CH	1	9	256214	וְסַבְתְּכָ֑א	H5455	and Sabteca	.
1CH	1	9	256215	וּבְנֵ֥י	H1121	The sons	
1CH	1	9	256216	רַעְמָ֖א	H7484	of Raamah	:
1CH	1	9	256217	שְׁבָ֥א	H7614	Sheba	
1CH	1	9	256218	וּדְדָֽן׃ס	H1719	and Dedan	.
1CH	1	10	256230	וְכ֖וּשׁ	H3568	Cush	
1CH	1	10	256231	יָלַ֣ד	H3205	was the father of	
1CH	1	10	256232	אֶת־	H853	-	
1CH	1	10	256233	נִמְר֑וֹד	H5248	Nimrod	,
1CH	1	10	256234	ה֣וּא	H1931	who	
1CH	1	10	256235	הֵחֵ֔ל	H2490	began	
1CH	1	10	256236	לִהְי֥וֹת	H1961	to be	
1CH	1	10	256237	גִּבּ֖וֹר	H1368	a mighty one	
1CH	1	10	256238	בָּאָֽרֶץ׃ס	H776	on the earth	.
1CH	1	11	256250	וּמִצְרַ֡יִם	H4714	Mizraim	
1CH	1	11	256251	יָלַ֞ד	H3205	was the father of	
1CH	1	11	256252	אֶת־	H853	-	
1CH	1	11	256255	לוּדִיִּים	H3866	the Ludites	,
1CH	1	11	256257	וְאֶת־	H853	-	
1CH	1	11	256258	עֲנָמִ֛ים	H6047	the Anamites	,
1CH	1	11	256259	וְאֶת־	H853	-	
1CH	1	11	256260	לְהָבִ֖ים	H3853	the Lehabites	,
1CH	1	11	256261	וְאֶת־	H853	-	
1CH	1	11	256262	נַפְתֻּחִֽים׃	H5320	the Naphtuhites	,
1CH	1	12	256273	וְֽאֶת־	H853	-	
1CH	1	12	256274	פַּתְרֻסִ֞ים	H6625	the Pathrusites	,
1CH	1	12	256275	וְאֶת־	H853	-	
1CH	1	12	256276	כַּסְלֻחִ֗ים	H3695	the Casluhites	
1CH	1	12	256277	אֲשֶׁ֨ר	H834	from whom	
1CH	1	12	256280	פְּלִשְׁתִּ֖ים	H6430	the Philistines	
1CH	1	12	256281	וְאֶת־	H853	-	
1CH	1	12	256278	יָצְא֥וּ	H3318	came	
1CH	1	12	256279	מִשָּׁ֛ם	H8033	-	),
1CH	1	12	256282	כַּפְתֹּרִֽים׃ס	H3732	and the Caphtorites	.
1CH	1	13	256294	וּכְנַ֗עַן	H3667	And Canaan	
1CH	1	13	256295	יָלַ֛ד	H3205	was the father of	
1CH	1	13	256296	אֶת־	H853	-	
1CH	1	13	256297	צִיד֥וֹן	H6721	Sidon	
1CH	1	13	256298	בְּכֹר֖וֹ	H1060	his firstborn	,
1CH	1	13	256299	וְאֶת־	H853	and	
1CH	1	13	256300	חֵֽת׃	H2845	of the Hittites	,
1CH	1	14	256311	וְאֶת־	H853	-	
1CH	1	14	256312	הַיְבוּסִי֙	H2983	the Jebusites	,
1CH	1	14	256313	וְאֶת־	H853	-	
1CH	1	14	256314	הָ֣אֱמֹרִ֔י	H567	the Amorites	,
1CH	1	14	256315	וְאֵ֖ת	H853	-	
1CH	1	14	256316	הַגִּרְגָּשִֽׁי׃	H1622	the Girgashites	,
1CH	1	15	256327	וְאֶת־	H853	-	
1CH	1	15	256328	הַחִוִּ֥י	H2340	the Hivites	,
1CH	1	15	256329	וְאֶת־	H853	-	
1CH	1	15	256330	הַֽעַרְקִ֖י	H6208	the Arkites	,
1CH	1	15	256331	וְאֶת־	H853	-	
1CH	1	15	256332	הַסִּינִֽי׃	H5513	the Sinites	,
1CH	1	16	256343	וְאֶת־	H853	-	
1CH	1	16	256344	הָאַרְוָדִ֥י	H721	the Arvadites	,
1CH	1	16	256345	וְאֶת־	H853	-	
1CH	1	16	256346	הַצְּמָרִ֖י	H6786	the Zemarites	,
