book	chapter	verse	sort	hebrew	strong	bsb	pnc
1SA	1	1	174621	וַיְהִי֩	H1961	Now there was	
1SA	1	1	174623	אֶחָ֜ד	H259	a	
1SA	1	1	174622	אִ֨ישׁ	H376	man	
1SA	1	1	174629	וּשְׁמ֡וֹ	H8034	named	
1SA	1	1	174630	אֶ֠לְקָנָה	H511	Elkanah	
1SA	1	1	174624	מִן־	H4480	[who was] from	
1SA	1	1	174625	הָרָמָתַ֛יִם	H7436	vvv	
1SA	1	1	174626	צוֹפִ֖ים	H7436	Ramathaim-zophim	
1SA	1	1	174627	מֵהַ֣ר	H2022	in the hill country	
1SA	1	1	174628	אֶפְרָ֑יִם	H669	of Ephraim	.
1SA	1	1	174631	בֶּן־	H1121	[He was] the son	
1SA	1	1	174632	יְרֹחָ֧ם	H3395	of Jeroham	,
1SA	1	1	174633	בֶּן־	H1121	the son	
1SA	1	1	174634	אֱלִיה֛וּא	H453	of Elihu	,
1SA	1	1	174635	בֶּן־	H1121	the son	
1SA	1	1	174636	תֹּ֥חוּ	H8459	of Tohu	,
1SA	1	1	174637	בֶן־	H1121	the son	
1SA	1	1	174638	צ֖וּף	H6689	of Zuph	,
1SA	1	1	174639	אֶפְרָתִֽי׃	H673	an Ephraimite	.
1SA	1	2	174650	וְלוֹ֙		He had	
1SA	1	2	174651	שְׁתֵּ֣י	H8147	two	
1SA	1	2	174652	נָשִׁ֔ים	H802	wives	,
1SA	1	2	174654	אַחַת֙	H259	one	
1SA	1	2	174653	שֵׁ֤ם	H8034	named	
1SA	1	2	174655	חַנָּ֔ה	H2584	Hannah	
1SA	1	2	174656	וְשֵׁ֥ם	H8034	. . .	
1SA	1	2	174657	הַשֵּׁנִ֖ית	H8145	and the other	
1SA	1	2	174658	פְּנִנָּ֑ה	H6444	Peninnah	.
1SA	1	2	174660	לִפְנִנָּה֙	H6444	And Peninnah	
1SA	1	2	174659	וַיְהִ֤י	H1961	had	
1SA	1	2	174661	יְלָדִ֔ים	H3206	children	,
1SA	1	2	174662	וּלְחַנָּ֖ה	H2584	but Hannah	
1SA	1	2	174663	אֵ֥ין	H369	had none	
1SA	1	2	174664	יְלָדִֽים׃	H3206	. . .	.
1SA	1	3	174679	מִיָּמִ֣ים׀	H3117	Year after year	
1SA	1	3	174680	יָמִ֔ימָה	H3117	. . .	
1SA	1	3	174677	הַה֤וּא	H1931	[Elkanah]	
1SA	1	3	174676	הָאִ֨ישׁ	H376	. . .	
1SA	1	3	174675	וְעָלָה֩	H5927	would go up	
1SA	1	3	174678	מֵֽעִירוֹ֙	H5892	from his city	
1SA	1	3	174681	לְהִֽשְׁתַּחֲוֺ֧ת	H7812	to worship	
1SA	1	3	174682	וְלִזְבֹּ֛חַ	H2076	and sacrifice	
1SA	1	3	174683	לַיהוָ֥ה	H3068	to the LORD	
1SA	1	3	174684	צְבָא֖וֹת	H6635	of Hosts	
1SA	1	3	174685	בְּשִׁלֹ֑ה	H7887	at Shiloh	,
1SA	1	3	174686	וְשָׁ֞ם	H8033	where	
1SA	1	3	174689	עֵלִ֗י	H5941	Eli’s	
1SA	1	3	174687	שְׁנֵ֣י	H8147	two	
1SA	1	3	174688	בְנֵֽי־	H1121	sons	,
1SA	1	3	174690	חָפְנִי֙	H2652	Hophni	
1SA	1	3	174691	וּפִ֣נְחָ֔ס	H6372	and Phinehas	,
1SA	1	3	174692	כֹּהֲנִ֖ים	H3548	were priests	
1SA	1	3	174693	לַיהוָֽה׃	H3068	to the LORD	.
1SA	1	4	174705	הַיּ֔וֹם	H3117	And whenever the day	
1SA	1	4	174704	וַיְהִ֣י	H1961	came	
1SA	1	4	174707	אֶלְקָנָ֑ה	H511	for Elkanah	
1SA	1	4	174706	וַיִּזְבַּ֖ח	H2076	to present his sacrifice	,
1SA	1	4	174708	וְנָתַ֞ן	H5414	he would give	
1SA	1	4	174714	מָנֽוֹת׃	H4490	portions	
1SA	1	4	174710	אִשְׁתּ֗וֹ	H802	to his wife	
1SA	1	4	174709	לִפְנִנָּ֣ה	H6444	Peninnah	
1SA	1	4	174711	וּֽלְכָל־	H3605	and to all	
1SA	1	4	174712	בָּנֶ֛יהָ	H1121	her sons	
1SA	1	4	174713	וּבְנוֹתֶ֖יהָ	H1323	and daughters	.
1SA	1	5	174725	וּלְחַנָּ֕ה	H2584	But to Hannah	
1SA	1	5	174726	יִתֵּ֛ן	H5414	he would give	
1SA	1	5	174728	אַחַ֖ת	H259	a	
1SA	1	5	174729	אַפָּ֑יִם	H639	double	
1SA	1	5	174727	מָנָ֥ה	H4490	portion	,
1SA	1	5	174730	כִּ֤י	H3588	for	
1SA	1	5	174731	אֶת־	H853	-	
1SA	1	5	174733	אָהֵ֔ב	H157	he loved	
1SA	1	5	174732	חַנָּה֙	H2584	her	
1SA	1	5	174734	וַֽיהוָ֖ה	H3068	even though the LORD	
1SA	1	5	174735	סָגַ֥ר	H5462	had closed	
1SA	1	5	174736	רַחְמָֽהּ׃	H7358	her womb	.
1SA	1	6	174753	כִּֽי־	H3588	Because	
1SA	1	6	174755	יְהוָ֖ה	H3068	the LORD	
1SA	1	6	174754	סָגַ֥ר	H5462	had closed	
1SA	1	6	174756	בְּעַ֥ד	H1157	vvv	
1SA	1	6	174757	רַחְמָֽהּ׃	H7358	[Hannah’s] womb	,
1SA	1	6	174748	צָֽרָתָהּ֙	H6869	her rival	
1SA	1	6	174749	גַּם־	H1571	. . .	
1SA	1	6	174751	בַּעֲב֖וּר	H5668	-	
1SA	1	6	174752	הַרְּעִמָ֑הּ	H7481	would provoke her	
1SA	1	6	174750	כַּ֔עַס	H3708	viciously	
1SA	1	6	174747	וְכִֽעֲסַ֤תָּה	H3707	to taunt her	.
1SA	1	7	174768	וְכֵ֨ן	H3651	And this went on	
1SA	1	7	174769	יַעֲשֶׂ֜ה	H6213	. . .	
1SA	1	7	174770	שָׁנָ֣ה	H8141	year	
1SA	1	7	174771	בְשָׁנָ֗ה	H8141	after year	.
1SA	1	7	174772	מִדֵּ֤י	H1767	Whenever	
1SA	1	7	174773	עֲלֹתָהּ֙	H5927	[Hannah] went up	
1SA	1	7	174774	בְּבֵ֣ית	H1004	to the house	
1SA	1	7	174775	יְהוָ֔ה	H3068	of the LORD	
